0.35844E-06 0.29842E-09 0.00000E+01 255915 0 0 15507 0.43250E+11 0.00000E+01 0.35844E-06 0.00000E+01 0.00000E+01 0
1 3.6192e-07 2.9733e-09 0.40539 4.4385e-07 3.6192e-07
2 3.5895e-07 2.0613e-09 0.40074 7.9899e-07 3.5895e-07
3 3.5903e-07 1.3801e-09 0.37937 6.4375e-07 3.5903e-07
4 3.5734e-07 3.0624e-09 0.4229 4.4073e-07 3.5734e-07
5 3.5866e-07 2.0699e-09 0.40275 9.5554e-07 3.5866e-07
6 3.5907e-07 1.3781e-09 0.37877 6.1167e-07 3.5907e-07
7 3.6481e-07 2.887e-09 0.39051 4.4718e-07 3.6481e-07
8 3.5844e-07 2.0539e-09 0.39987 7.8658e-07 3.5844e-07
9 3.5765e-07 1.4062e-09 0.38802 6.3245e-07 3.5765e-07
10 3.5906e-07 3.0263e-09 0.4159 4.4198e-07 3.5906e-07
11 3.5649e-07 2.1248e-09 0.41595 9.2149e-07 3.5649e-07
12 3.5919e-07 1.3983e-09 0.38419 6.2435e-07 3.5919e-07
13 3.5756e-07 3.0203e-09 0.41683 4.4156e-07 3.5756e-07
14 3.5749e-07 2.0726e-09 0.40458 8.2011e-07 3.5749e-07
15 3.5809e-07 1.3751e-09 0.37899 6.7645e-07 3.5809e-07
16 3.5541e-07 3.1507e-09 0.43745 4.3689e-07 3.5541e-07
17 3.6155e-07 1.9512e-09 0.37661 8.1403e-07 3.6155e-07
18 3.5805e-07 1.3871e-09 0.38233 6.7207e-07 3.5805e-07
19 3.6172e-07 2.9778e-09 0.40622 4.4405e-07 3.6172e-07
20 3.5807e-07 2.0192e-09 0.39353 8.3734e-07 3.5807e-07
21 3.5722e-07 1.3992e-09 0.38658 6.2552e-07 3.5722e-07
22 3.5415e-07 3.1959e-09 0.4453 4.3533e-07 3.5415e-07
23 3.5868e-07 2.0511e-09 0.39906 7.9618e-07 3.5868e-07
24 3.5617e-07 1.4215e-09 0.39389 6.1987e-07 3.5617e-07
25 3.5494e-07 3.1801e-09 0.44211 4.3607e-07 3.5494e-07
26 3.5823e-07 2.0656e-09 0.4024 8.1978e-07 3.5823e-07
27 3.5851e-07 1.4605e-09 0.40205 6.2659e-07 3.5851e-07
28 3.5706e-07 3.0906e-09 0.42712 4.3964e-07 3.5706e-07
29 3.5814e-07 2.0238e-09 0.39435 8.0589e-07 3.5814e-07
30 3.5931e-07 1.377e-09 0.37823 6.295e-07 3.5931e-07
31 3.5873e-07 3.0456e-09 0.41894 4.4139e-07 3.5873e-07
32 3.5953e-07 2.0505e-09 0.39802 7.9255e-07 3.5953e-07
33 3.5985e-07 1.3497e-09 0.37016 6.3655e-07 3.5985e-07
34 3.5907e-07 3.0409e-09 0.4179 4.4139e-07 3.5907e-07
35 3.588e-07 2.0812e-09 0.40479 8.0252e-07 3.588e-07
36 3.5802e-07 1.4173e-09 0.39068 6.9051e-07 3.5802e-07
37 3.5944e-07 2.9922e-09 0.41079 4.4321e-07 3.5944e-07
38 3.5776e-07 2.066e-09 0.403 7.9151e-07 3.5776e-07
39 3.5882e-07 1.378e-09 0.379 6.4603e-07 3.5882e-07
40 3.6138e-07 3.0266e-09 0.41328 4.4251e-07 3.6138e-07
41 3.5694e-07 2.0921e-09 0.40903 8.0257e-07 3.5694e-07
42 3.5954e-07 1.3825e-09 0.37949 6.3363e-07 3.5954e-07
43 3.5828e-07 3.0321e-09 0.41762 4.4199e-07 3.5828e-07
44 3.5628e-07 2.0583e-09 0.40316 8.2116e-07 3.5628e-07
45 3.5751e-07 1.4068e-09 0.38835 6.0984e-07 3.5751e-07
